uts0_69,-79.79324443,36.07458565,subtransmission,subtransmission
uts1_69,-79.81873056,36.03150317,subtransmission,subtransmission
uts2_69,-79.84318246,36.10347665,subtransmission,subtransmission
uts3_69,-79.8735205,36.08335465,subtransmission,subtransmission
uts4_69,-79.76174533,36.09049161,subtransmission,subtransmission
st_mat-uts0_69x,-79.82649151,36.13769727,subtransmission,subtransmission
st_mat-uts0_69xx,-79.79321789,36.07454316,subtransmission,subtransmission
st_mat-uts1_69x,-79.826402,36.13773866,subtransmission,subtransmission
st_mat-uts1_69xx,-79.81878279,36.0315247,subtransmission,subtransmission
st_mat-uts2_69x,-79.82646187,36.13765501,subtransmission,subtransmission
st_mat-uts2_69xx,-79.8431342,36.10350187,subtransmission,subtransmission
st_mat-uts3_69x,-79.82646127,36.1377389,subtransmission,subtransmission
st_mat-uts3_69xx,-79.87357278,36.08337616,subtransmission,subtransmission
st_mat-uts4_69x,-79.82640187,36.13765503,subtransmission,subtransmission
st_mat-uts4_69xx,-79.76169299,36.0904725,subtransmission,subtransmission
uhs4_69-uts0_69xx,-79.7932857,36.07455182,subtransmission,subtransmission
uhs4_69-uts0_69x,-79.79340204,36.07129285,subtransmission,subtransmission
uhs4_69-uts0_69x_px_p,-79.79323478,36.07463258,subtransmission,subtransmission
uhs4_69-uts0_69x_p,-79.79344356,36.07132014,subtransmission,subtransmission
uhs10_69-uts4_69xx,-79.76172169,36.09053401,subtransmission,subtransmission
uhs10_69-uts4_69x,-79.75755666,36.07854101,subtransmission,subtransmission
uhs10_69-uts4_69x_px_p,-79.7617978,36.09051035,subtransmission,subtransmission
uhs10_69-uts4_69x_p,-79.75748566,36.07861356,subtransmission,subtransmission
uhs18_69-uts3_69xx,-79.87346248,36.08336167,subtransmission,subtransmission
uhs18_69-uts3_69x,-79.86356449,36.07025653,subtransmission,subtransmission
uhs18_69-uts3_69x_px_p,-79.87356174,36.08332079,subtransmission,subtransmission
uhs18_69-uts3_69x_p,-79.86361602,36.07029423,subtransmission,subtransmission
uhs15_69-uhs5_69xx,-79.85887873,36.03190865,subtransmission,subtransmission
uhs15_69-uhs5_69x,-79.89474657,36.0532099,subtransmission,subtransmission
uhs20_69-uts2_69xx,-79.8432131,36.10351602,subtransmission,subtransmission
uhs20_69-uts2_69x,-79.86699019,36.12538772,subtransmission,subtransmission
uhs7_69-uts1_69xx,-79.8187718,36.03146933,subtransmission,subtransmission
uhs7_69-uts1_69x,-79.82024878,36.0497599,subtransmission,subtransmission
uhs20_69-uhs8_69xx,-79.89040559,36.10451983,subtransmission,subtransmission
uhs20_69-uhs8_69x,-79.86704658,36.12544493,subtransmission,subtransmission
uhs19_69-uts1_69xx,-79.81872094,36.0315501,subtransmission,subtransmission
uhs19_69-uts1_69x,-79.78223108,36.03031689,subtransmission,subtransmission
uhs8_69-uts3_69xx,-79.87349392,36.08331218,subtransmission,subtransmission
uhs8_69-uts3_69x,-79.89032043,36.10449322,subtransmission,subtransmission
uhs1_69-uhs5_69x,-79.83065941,36.02776224,subtransmission,subtransmission
uhs1_69-uhs5_69xx,-79.85882044,36.03196364,subtransmission,subtransmission
uhs15_69-uhs9_69xx,-79.89722485,36.07770291,subtransmission,subtransmission
uhs15_69-uhs9_69x,-79.8948188,36.05316471,subtransmission,subtransmission
uhs12_69-uhs19_69xx,-79.7821523,36.03027962,subtransmission,subtransmission
uhs12_69-uhs19_69x,-79.80204652,36.01736117,subtransmission,subtransmission
uhs14_69-uhs18_69xx,-79.86359256,36.07034635,subtransmission,subtransmission
uhs14_69-uhs18_69x,-79.82825046,36.06920906,subtransmission,subtransmission
uhs12_69-uts1_69xx,-79.81867257,36.03151017,subtransmission,subtransmission
uhs12_69-uts1_69x,-79.80197421,36.01731854,subtransmission,subtransmission
uhs9_69-uts3_69xx,-79.8735109,36.08340159,subtransmission,subtransmission
uhs9_69-uts3_69x,-79.8972321,36.0776312,subtransmission,subtransmission
uhs0_69-uhs4_69xx,-79.79350108,36.07130583,subtransmission,subtransmission
uhs0_69-uhs4_69x,-79.77095709,36.05983123,subtransmission,subtransmission
uhs14_69-uhs7_69x,-79.82824649,36.06913779,subtransmission,subtransmission
uhs14_69-uhs7_69xx,-79.82024854,36.04983247,subtransmission,subtransmission
uhs16_69-uhs4_69xx,-79.7935172,36.07126366,subtransmission,subtransmission
uhs16_69-uhs4_69x,-79.79549598,36.05332831,subtransmission,subtransmission
uhs2_69-uhs3_69xx,-79.78857905,36.08053191,subtransmission,subtransmission
uhs2_69-uhs3_69x,-79.80004771,36.09911891,subtransmission,subtransmission
uhs1_69-uts1_69xx,-79.81870403,36.03146069,subtransmission,subtransmission
uhs1_69-uts1_69x,-79.83057626,36.02773706,subtransmission,subtransmission
uhs0_69-uhs10_69x,-79.77093995,36.05975931,subtransmission,subtransmission
uhs0_69-uhs10_69xx,-79.75749107,36.07855778,subtransmission,subtransmission
uhs13_69-uhs2_69xx,-79.80003295,36.09904664,subtransmission,subtransmission
uhs13_69-uhs2_69x,-79.81094111,36.08617395,subtransmission,subtransmission
uhs13_69-uts0_69xx,-79.79329668,36.07460719,subtransmission,subtransmission
uhs13_69-uts0_69x,-79.81091437,36.08610317,subtransmission,subtransmission
uhs11_69-uts4_69xx,-79.76176839,36.09044897,subtransmission,subtransmission
uhs11_69-uts4_69x,-79.76639382,36.10165213,subtransmission,subtransmission
uhs17_69-uts2_69xx,-79.84323095,36.10345182,subtransmission,subtransmission
uhs17_69-uts2_69x,-79.83599391,36.11107774,subtransmission,subtransmission
uhs6_69-uts2_69xx,-79.84315136,36.10343754,subtransmission,subtransmission
uhs6_69-uts2_69x,-79.85093884,36.0955079,subtransmission,subtransmission
uhs3_69-uts0_69xx,-79.79318641,36.07459263,subtransmission,subtransmission
uhs3_69-uts0_69x,-79.78859499,36.08045981,subtransmission,subtransmission
st_mat,-79.82643191,36.13769678,subtransmission,subtransmission
